input,fft(real),fft(imaginary),ifft(real),ifft(imaginary)
-0.443137,18.0879,0.230355,-0.443137,4.05336e-009
-0.458824,18.2597,0.401085,-0.458824,3.717e-009
-0.482353,18.6386,0.885824,-0.482353,3.36673e-009
-0.498039,18.4389,-0.411631,-0.498039,2.98638e-009
-0.513725,18.3452,1.08413,-0.513725,2.62015e-009
-0.529412,18.6753,0.109149,-0.529412,2.24978e-009
-0.545098,18.8847,0.664363,-0.545098,1.84348e-009
-0.552941,18.6534,0.234085,-0.552941,1.41777e-009
-0.560784,18.86,0.518721,-0.560784,1.0299e-009
-0.568627,19.1818,0.566439,-0.568627,5.99093e-010
-0.568627,18.8901,0.0558691,-0.568627,1.48916e-010
-0.568627,19.0729,0.602755,-0.568627,-2.40966e-010
-0.568627,19.0936,0.662371,-0.568627,-6.49153e-010
-0.568627,19.7514,0.157176,-0.568627,-1.06709e-009
-0.560784,18.9096,0.406602,-0.560784,-1.491e-009
-0.552941,19.5226,0.589682,-0.552941,-1.87935e-009
-0.545098,19.7526,0.3816,-0.545098,-2.29006e-009
-0.529412,19.2333,0.415176,-0.529412,-2.67911e-009
-0.513725,19.9845,0.549269,-0.513725,-3.03726e-009
-0.498039,19.4976,0.666197,-0.498039,-3.36808e-009
-0.482353,20.4284,0.548305,-0.482353,-3.72487e-009
-0.458824,20.0228,0.131207,-0.458824,-4.03433e-009
-0.443137,19.8345,0.523403,-0.443137,-4.35453e-009
-0.419608,20.6307,0.444679,-0.419608,-4.69954e-009
-0.388235,20.3944,-0.140937,-0.388235,-4.98781e-009
-0.364706,19.4864,-0.702572,-0.364706,-5.21213e-009
-0.333333,18.842,1.09435,-0.333333,-5.45402e-009
-0.309804,19.5158,1.57183,-0.309804,-5.6579e-009
-0.278431,20.9546,2.45561,-0.278431,-5.88477e-009
-0.247059,21.7742,1.17846,-0.247059,-6.10316e-009
-0.207843,21.4854,0.338503,-0.207843,-6.2184e-009
-0.176471,20.88,1.12498,-0.176471,-6.30597e-009
-0.145098,21.7447,0.743574,-0.145098,-6.43816e-009
-0.105882,21.58,0.791199,-0.105882,-6.50857e-009
-0.0745098,21.3877,0.547626,-0.0745098,-6.54409e-009
-0.0352941,21.8595,1.13345,-0.0352941,-6.55258e-009
-0.00392157,21.9795,0.548031,-0.00392157,-6.55178e-009
0.0352941,21.8833,0.836335,0.0352941,-6.53249e-009
0.0666667,22.3259,0.634522,0.0666667,-6.46688e-009
0.105882,21.9027,0.919425,0.105882,-6.38396e-009
0.137255,22.9377,0.618603,0.137255,-6.29128e-009
0.176471,22.0777,0.687563,0.176471,-6.16363e-009
0.207843,22.8179,0.69257,0.207843,-5.97877e-009
0.239216,22.8813,0.876635,0.239216,-5.81225e-009
0.270588,22.6133,0.256643,0.270588,-5.61151e-009
0.301961,23.1873,1.29639,0.301961,-5.39304e-009
0.333333,23.1551,0.345527,0.333333,-5.14923e-009
0.364706,23.4152,0.725954,0.364706,-4.86269e-009
0.388235,23.0649,0.803425,0.388235,-4.54652e-009
0.411765,24.043,0.794677,0.411765,-4.24377e-009
0.435294,23.4048,0.39009,0.435294,-3.93025e-009
0.458824,23.7917,1.23562,0.458824,-3.60122e-009
0.482353,24.4853,0.376481,0.482353,-3.22699e-009
0.498039,23.6258,0.765204,0.498039,-2.83402e-009
0.513725,24.5471,1.00505,0.513725,-2.45436e-009
0.529412,24.8106,0.579,0.529412,-2.06299e-009
0.537255,23.9685,0.46641,0.537255,-1.6723e-009
0.552941,25.3036,1.56828,0.552941,-1.2751e-009
0.560784,24.9779,-0.117747,0.560784,-8.43356e-010
0.560784,24.6873,1.36143,0.560784,-4.46583e-010
0.568627,25.8957,0.701044,0.568627,-2.75235e-011
0.568627,24.9995,0.593707,0.568627,4.11423e-010
0.568627,26.0584,1.17407,0.568627,8.12292e-010
0.568627,25.627,0.344882,0.568627,1.25054e-009
0.560784,25.995,1.26628,0.560784,1.67462e-009
0.552941,26.5043,0.58842,0.552941,2.07287e-009
0.545098,26.1117,0.829298,0.545098,2.48808e-009
0.529412,26.8741,0.835873,0.529412,2.87239e-009
0.513725,26.4473,0.887719,0.513725,3.22199e-009
0.498039,27.5054,0.78551,0.498039,3.57744e-009
0.482353,26.6354,0.64771,0.482353,3.91741e-009
0.458824,27.6011,1.21707,0.458824,4.24788e-009
0.443137,27.7323,0.669617,0.443137,4.55395e-009
0.419608,27.6376,0.852708,0.419608,4.89601e-009
0.388235,28.1575,0.845232,0.388235,5.18204e-009
0.364706,28.0422,1.03244,0.364706,5.41408e-009
0.333333,28.848,0.651448,0.333333,5.64897e-009
0.309804,28.1194,0.964673,0.309804,5.86805e-009
0.278431,29.4307,1.08199,0.278431,6.06669e-009
0.247059,28.7834,0.578582,0.247059,6.25167e-009
0.215686,29.6312,1.35004,0.215686,6.42816e-009
0.176471,29.5218,0.418748,0.176471,6.54149e-009
0.145098,29.8549,1.38173,0.145098,6.63106e-009
0.105882,30.1039,0.671283,0.105882,6.70211e-009
0.0745098,30.6383,1.17852,0.0745098,6.74972e-009
0.0352941,30.2829,0.505137,0.0352941,6.75851e-009
0.00392157,30.9436,1.57926,0.00392157,6.76104e-009
-0.0352941,31.468,0.653,-0.0352941,6.72253e-009
-0.0666667,31.0878,0.976616,-0.0666667,6.66123e-009
-0.105882,31.8788,1.33029,-0.105882,6.58263e-009
-0.137255,32.1502,0.957979,-0.137255,6.47687e-009
-0.176471,32.4771,0.934405,-0.176471,6.33571e-009
-0.207843,32.3863,0.961621,-0.207843,6.14678e-009
-0.239216,33.0212,1.33675,-0.239216,5.96e-009
-0.270588,33.503,0.909516,-0.270588,5.76988e-009
-0.301961,33.3974,1.03172,-0.301961,5.55298e-009
-0.333333,34.0198,1.09142,-0.333333,5.31118e-009
-0.364706,34.1649,1.18632,-0.364706,5.02478e-009
-0.388235,34.7465,1.00509,-0.388235,4.71128e-009
-0.411765,34.8283,1.16282,-0.411765,4.41017e-009
-0.435294,35.3346,1.21717,-0.435294,4.10187e-009
-0.458824,35.9725,1.20245,-0.458824,3.75155e-009
-0.482353,36.1116,0.810045,-0.482353,3.39414e-009
-0.498039,36.3478,0.982971,-0.498039,3.00002e-009
-0.513725,36.4303,1.17058,-0.513725,2.63614e-009
-0.529412,37.7629,1.68935,-0.529412,2.24911e-009
-0.545098,37.9054,-0.0544672,-0.545098,1.83726e-009
-0.552941,37.176,0.958065,-0.552941,1.41555e-009
-0.560784,37.2899,1.11056,-0.560784,1.01068e-009
-0.568627,38.7477,2.94336,-0.568627,5.92524e-010
-0.568627,40.0344,1.28583,-0.568627,1.71821e-010
-0.568627,40.3209,1.43454,-0.568627,-2.52667e-010
-0.568627,40.3081,0.842545,-0.568627,-6.48238e-010
-0.568627,40.8086,1.29095,-0.568627,-1.08357e-009
-0.560784,41.186,1.19487,-0.560784,-1.50025e-009
-0.552941,41.6649,1.42417,-0.552941,-1.89283e-009
-0.545098,42.5196,1.22831,-0.545098,-2.28958e-009
-0.529412,42.5806,1.35437,-0.529412,-2.6703e-009
-0.521569,43.2637,1.18352,-0.521569,-3.02716e-009
-0.505882,43.9595,2.03897,-0.505882,-3.43122e-009
-0.482353,44.6428,0.811771,-0.482353,-3.76782e-009
-0.466667,45.0153,1.8261,-0.466667,-4.10621e-009
-0.443137,45.4172,1.36414,-0.443137,-4.43467e-009
-0.419608,46.8565,1.85218,-0.419608,-4.74753e-009
-0.396078,46.827,1.30295,-0.396078,-5.01872e-009
-0.364706,47.7725,1.46221,-0.364706,-5.28217e-009
-0.341176,48.1627,1.88965,-0.341176,-5.50609e-009
-0.309804,49.3695,1.75883,-0.309804,-5.74767e-009
-0.278431,50.1513,1.27651,-0.278431,-5.92413e-009
-0.247059,49.9601,1.91609,-0.247059,-6.08724e-009
-0.215686,51.9454,1.93913,-0.215686,-6.2477e-009
-0.184314,52.4449,1.77437,-0.184314,-6.38767e-009
-0.145098,52.988,1.26327,-0.145098,-6.47151e-009
-0.113725,53.7763,2.20338,-0.113725,-6.53466e-009
-0.0745098,55.1615,2.16346,-0.0745098,-6.59596e-009
-0.0431373,56.2364,1.27561,-0.0431373,-6.61879e-009
-0.00392157,56.4114,2.02957,-0.00392157,-6.60845e-009
0.027451,57.6095,2.02945,0.027451,-6.5578e-009
0.0666667,59.6353,2.25044,0.0666667,-6.50799e-009
0.0980392,59.5528,1.58273,0.0980392,-6.43534e-009
0.137255,61.159,1.77754,0.137255,-6.32928e-009
0.168627,61.8189,3.24256,0.168627,-6.17965e-009
0.2,64.5788,1.37592,0.2,-6.04359e-009
0.239216,64.3446,2.15201,0.239216,-5.87417e-009
0.270588,65.4068,2.44204,0.270588,-5.65311e-009
0.301961,68.6071,2.89351,0.301961,-5.38745e-009
0.32549,68.8856,2.00996,0.32549,-5.14734e-009
0.356863,70.3085,1.74237,0.356863,-4.92398e-009
0.388235,71.9842,3.87901,0.388235,-4.62546e-009
0.411765,74.432,2.02101,0.411765,-4.28951e-009
0.435294,76.1452,2.09407,0.435294,-3.97648e-009
0.458824,75.9667,2.99015,0.458824,-3.60992e-009
0.47451,80.3588,2.83585,0.47451,-3.24815e-009
0.498039,81.7196,3.62866,0.498039,-2.89859e-009
0.513725,83.4179,0.946374,0.513725,-2.49659e-009
0.529412,85.429,4.46402,0.529412,-2.08242e-009
0.537255,88.2639,3.44192,0.537255,-1.70842e-009
0.552941,92.5792,2.20337,0.552941,-1.30109e-009
0.560784,91.9269,3.46882,0.560784,-8.74254e-010
0.560784,96.2638,3.14241,0.560784,-4.70652e-010
0.568627,101.07,5.46901,0.568627,-7.2438e-011
0.568627,102.593,1.29063,0.568627,3.54024e-010
0.568627,106.049,3.33285,0.568627,7.77731e-010
0.568627,108.542,6.99667,0.568627,1.19923e-009
0.560784,117.725,1.7979,0.560784,1.62109e-009
0.552941,117.496,4.23083,0.552941,2.01811e-009
0.545098,120.203,3.51632,0.545098,2.41428e-009
0.529412,132.382,8.07449,0.529412,2.78889e-009
0.521569,133.27,2.58458,0.521569,3.16834e-009
0.505882,140.416,1.62298,0.505882,3.556e-009
0.482353,143.594,11.1679,0.482353,3.9122e-009
0.466667,157.631,3.23708,0.466667,4.24487e-009
0.443137,165.935,5.28469,0.443137,4.57875e-009
0.419608,162.991,3.61593,0.419608,4.85311e-009
0.396078,186.696,10.9734,0.396078,5.11693e-009
0.372549,195.211,10.4478,0.372549,5.42135e-009
0.341176,206.876,-6.29357,0.341176,5.68071e-009
0.309804,215.9,19.3458,0.309804,5.90131e-009
0.278431,237.838,10.0834,0.278431,6.0962e-009
0.247059,278.982,4.6722,0.247059,6.23658e-009
0.215686,261.515,5.67884,0.215686,6.37569e-009
0.184314,315.166,12.0431,0.184314,6.52294e-009
0.145098,364.478,42.6355,0.145098,6.61635e-009
0.113725,395.748,-34.3973,0.113725,6.67353e-009
0.0823529,450.107,29.7964,0.0823529,6.73231e-009
0.0431373,486.674,64.758,0.0431373,6.77346e-009
0.00392157,793.477,-13.5998,0.00392157,6.74737e-009
-0.027451,755.389,15.8384,-0.027451,6.7112e-009
-0.0666667,952.369,-111.697,-0.0666667,6.65042e-009
-0.0980392,2548.51,1166.88,-0.0980392,6.57824e-009
-0.137255,5113.92,-5013.11,-0.137255,6.46981e-009
-0.168627,-4213.89,-6081.46,-0.168627,6.3217e-009
-0.2,-3050.66,887.419,-0.2,6.18099e-009
-0.239216,-901.781,-144.032,-0.239216,6.01552e-009
-0.270588,-785.762,-23.0001,-0.270588,5.79082e-009
-0.301961,-786.144,-102.229,-0.301961,5.53543e-009
-0.32549,-501.232,44.8545,-0.32549,5.29267e-009
-0.356863,-456.756,-8.56636,-0.356863,5.06986e-009
-0.388235,-381.048,-60.161,-0.388235,4.77411e-009
-0.411765,-373.728,12.4191,-0.411765,4.43995e-009
-0.435294,-310.905,-11.6852,-0.435294,4.11532e-009
-0.458824,-259.466,-9.00498,-0.458824,3.75872e-009
-0.47451,-275.491,-20.2411,-0.47451,3.4034e-009
-0.498039,-234.204,-5.47528,-0.498039,3.05244e-009
-0.513725,-216.341,2.95731,-0.513725,2.64388e-009
-0.529412,-200.032,-20.864,-0.529412,2.24254e-009
-0.537255,-192.538,-3.64614,-0.537255,1.84868e-009
-0.552941,-184.356,-4.50665,-0.552941,1.46616e-009
-0.560784,-158.395,-5.74309,-0.560784,1.02845e-009
-0.568627,-162.646,-8.22477,-0.568627,6.02095e-010
-0.568627,-152.61,-8.24035,-0.568627,1.81504e-010
-0.568627,-141.813,1.2407,-0.568627,-2.13124e-010
-0.568627,-135.051,-8.82023,-0.568627,-6.26623e-010
-0.568627,-129.282,-6.48328,-0.568627,-1.04397e-009
-0.560784,-128.864,-2.38659,-0.560784,-1.46709e-009
-0.552941,-115.73,-4.42247,-0.552941,-1.85134e-009
-0.545098,-113.775,-4.5028,-0.545098,-2.22597e-009
-0.537255,-112.932,-6.60401,-0.537255,-2.62817e-009
-0.521569,-104.649,-1.02761,-0.521569,-3.03216e-009
-0.505882,-102.564,-4.26587,-0.505882,-3.38883e-009
-0.490196,-97.1553,-5.47744,-0.490196,-3.76709e-009
-0.466667,-97.4277,-2.60011,-0.466667,-4.12701e-009
-0.443137,-92.1699,-3.59738,-0.443137,-4.43986e-009
-0.419608,-87.4524,-2.4922,-0.419608,-4.70451e-009
-0.396078,-88.2089,-5.22543,-0.396078,-4.98066e-009
-0.372549,-83.8619,-2.33005,-0.372549,-5.24656e-009
-0.341176,-81.7314,-2.10736,-0.341176,-5.48486e-009
-0.317647,-78.4248,-4.37353,-0.317647,-5.69158e-009
-0.286275,-77.5709,-2.72005,-0.286275,-5.90413e-009
-0.254902,-76.1827,-2.78463,-0.254902,-6.0945e-009
-0.223529,-71.4885,-2.22506,-0.223529,-6.26042e-009
-0.184314,-71.8607,-3.38741,-0.184314,-6.38742e-009
-0.152941,-69.6583,-3.35068,-0.152941,-6.4806e-009
-0.121569,-68.1588,-1.23904,-0.121569,-6.5685e-009
-0.0823529,-65.5909,-3.16385,-0.0823529,-6.63689e-009
-0.0431373,-64.3189,-2.93805,-0.0431373,-6.63183e-009
-0.0117647,-64.6954,-2.27603,-0.0117647,-6.62076e-009
0.027451,-60.6177,-1.82957,0.027451,-6.59099e-009
0.0588235,-60.5136,-2.77392,0.0588235,-6.54152e-009
0.0980392,-59.6289,-2.74144,0.0980392,-6.44859e-009
0.129412,-57.8421,-1.60807,0.129412,-6.32835e-009
0.168627,-56.7879,-2.16406,0.168627,-6.20435e-009
0.2,-54.9548,-2.67913,0.2,-6.01976e-009
0.231373,-55.4419,-2.03831,0.231373,-5.84416e-009
0.262745,-53.2561,-1.89281,0.262745,-5.67018e-009
0.294118,-52.0748,-1.76099,0.294118,-5.44469e-009
0.32549,-51.651,-2.61907,0.32549,-5.19343e-009
0.356863,-50.7791,-1.65665,0.356863,-4.92537e-009
0.380392,-49.2946,-1.45326,0.380392,-4.62569e-009
0.403922,-48.5421,-2.59899,0.403922,-4.35391e-009
0.435294,-47.9604,-1.54756,0.435294,-4.00453e-009
0.45098,-47.419,-2.04051,0.45098,-3.64246e-009
0.47451,-45.5959,-1.42272,0.47451,-3.30129e-009
0.490196,-45.8889,-2.18974,0.490196,-2.9448e-009
0.513725,-44.466,-1.74884,0.513725,-2.54865e-009
0.521569,-44.3965,-1.47874,0.521569,-2.15135e-009
0.537255,-42.81,-1.84174,0.537255,-1.75784e-009
0.545098,-42.8798,-1.79867,0.545098,-1.38236e-009
0.560784,-41.9767,-1.62677,0.560784,-9.50028e-010
0.560784,-41.4529,-1.67238,0.560784,-5.31918e-010
0.568627,-40.5642,-1.4255,0.568627,-1.3029e-010
0.568627,-40.3206,-1.89745,0.568627,2.87543e-010
0.568627,-39.4575,-1.37099,0.568627,6.89644e-010
0.568627,-39.4042,-1.57548,0.568627,1.12421e-009
0.560784,-38.0468,-1.30285,0.560784,1.55799e-009
0.552941,-38.246,-1.58275,0.552941,1.94865e-009
0.545098,-37.2598,-1.47736,0.545098,2.34325e-009
0.537255,-37.2533,-1.22941,0.537255,2.73174e-009
0.521569,-36.2363,-1.38448,0.521569,3.12958e-009
0.505882,-36.1344,-1.42116,0.505882,3.50556e-009
0.490196,-36.087,-1.73704,0.490196,3.8868e-009
0.466667,-36.7077,-0.203623,0.466667,4.24138e-009
0.443137,-34.4328,1.18405,0.443137,4.52449e-009
0.419608,-32.4739,0.651141,0.419608,4.81048e-009
0.396078,-31.1826,-1.20099,0.396078,5.08141e-009
0.372549,-32.2245,-2.15563,0.372549,5.34752e-009
0.341176,-32.6358,-1.77154,0.341176,5.58396e-009
0.317647,-32.0444,-0.885462,0.317647,5.80772e-009
0.286275,-31.1328,-1.33759,0.286275,6.01465e-009
0.254902,-31.0735,-1.86774,0.254902,6.20614e-009
0.223529,-31.5325,-1.28326,0.223529,6.37095e-009
0.184314,-30.3119,-0.868704,0.184314,6.48567e-009
0.152941,-29.9084,-1.35314,0.152941,6.57391e-009
0.121569,-29.8255,-1.62711,0.121569,6.66295e-009
0.0823529,-29.9632,-1.16325,0.0823529,6.72681e-009
0.0509804,-28.8084,-0.83268,0.0509804,6.7445e-009
0.0117647,-28.739,-1.68956,0.0117647,6.76655e-009
-0.027451,-28.6767,-1.34824,-0.027451,6.71716e-009
-0.0588235,-28.6499,-0.952809,-0.0588235,6.66006e-009
-0.0980392,-27.2181,-1.23458,-0.0980392,6.57611e-009
-0.129412,-28.1877,-1.5896,-0.129412,6.44461e-009
-0.160784,-27.3846,-1.08548,-0.160784,6.33296e-009
-0.2,-27.1957,-0.88025,-0.2,6.19418e-009
-0.231373,-26.6251,-1.45105,-0.231373,5.98533e-009
-0.262745,-26.751,-0.976014,-0.262745,5.79472e-009
-0.294118,-26.2385,-1.21376,-0.294118,5.57732e-009
-0.32549,-26.1072,-0.995656,-0.32549,5.31787e-009
-0.356863,-25.5611,-1.04289,-0.356863,5.02781e-009
-0.380392,-25.6295,-1.32707,-0.380392,4.74222e-009
-0.403922,-25.3112,-0.92357,-0.403922,4.46651e-009
-0.435294,-25.0748,-0.864027,-0.435294,4.14264e-009
-0.45098,-24.282,-1.24143,-0.45098,3.77463e-009
-0.47451,-25.0516,-1.25471,-0.47451,3.43144e-009
-0.490196,-24.2762,-0.573072,-0.490196,3.08838e-009
-0.513725,-23.5607,-1.13913,-0.513725,2.71018e-009
-0.529412,-24.3134,-1.26866,-0.529412,2.27297e-009
-0.537255,-23.3602,-0.729686,-0.537255,1.87563e-009
-0.552941,-23.5844,-0.887324,-0.552941,1.47724e-009
-0.560784,-22.5857,-1.23421,-0.560784,1.0295e-009
-0.560784,-23.7004,-1.07542,-0.560784,6.20663e-010
-0.568627,-22.292,-0.521262,-0.568627,2.30021e-010
-0.568627,-22.5823,-1.45787,-0.568627,-1.86877e-010
-0.568627,-22.5157,-0.583257,-0.568627,-5.69552e-010
-0.568627,-21.9765,-1.2666,-0.568627,-1.00176e-009
-0.560784,-22.1453,-0.563448,-0.560784,-1.43137e-009
-0.552941,-21.5141,-1.21746,-0.552941,-1.8208e-009
-0.545098,-21.7793,-0.821736,-0.545098,-2.2137e-009
-0.537255,-21.3431,-0.797101,-0.537255,-2.61693e-009
-0.521569,-21.1351,-1.07958,-0.521569,-3.01419e-009
-0.505882,-21.0263,-0.546975,-0.505882,-3.37279e-009
-0.490196,-20.78,-1.49555,-0.490196,-3.71332e-009
-0.466667,-20.9608,-0.205625,-0.466667,-4.03192e-009
-0.45098,-20.0977,-1.24523,-0.45098,-4.33724e-009
-0.427451,-20.5214,-0.822157,-0.427451,-4.67929e-009
-0.403922,-20.3016,-0.699996,-0.403922,-4.97099e-009
-0.372549,-19.4691,-0.886235,-0.372549,-5.23542e-009
-0.34902,-20.3618,-1.21764,-0.34902,-5.47812e-009
-0.317647,-19.5074,-0.196146,-0.317647,-5.72264e-009
-0.286275,-19.2166,-1.47104,-0.286275,-5.907e-009
-0.254902,-19.9812,-0.473305,-0.254902,-6.0865e-009
-0.223529,-18.6693,-0.748873,-0.223529,-6.2326e-009
-0.192157,-19.1405,-1.0154,-0.192157,-6.36001e-009
-0.152941,-19.1533,-0.801632,-0.152941,-6.45453e-009
-0.121569,-18.454,-0.606673,-0.121569,-6.5089e-009
-0.0901961,-18.7791,-0.948035,-0.0901961,-6.59117e-009
-0.0509804,-18.2915,-0.93167,-0.0509804,-6.64266e-009
-0.0117647,-18.6994,-0.534954,-0.0117647,-6.61849e-009
0.0196078,-17.7906,-0.908029,0.0196078,-6.59375e-009
0.0588235,-18.2361,-0.789902,0.0588235,-6.53856e-009
0.0901961,-17.949,-0.834875,0.0901961,-6.45114e-009
0.129412,-17.829,-0.767476,0.129412,-6.35123e-009
0.160784,-17.6691,-0.560879,0.160784,-6.19384e-009
0.192157,-17.5805,-1.11026,0.192157,-6.08113e-009
0.231373,-17.4898,-0.217226,0.231373,-5.90206e-009
0.262745,-17.2485,-0.990482,0.262745,-5.67821e-009
0.294118,-16.8743,-0.488697,0.294118,-5.45495e-009
0.32549,-17.3906,-0.862055,0.32549,-5.1772e-009
0.34902,-16.3206,-0.590787,0.34902,-4.9147e-009
0.380392,-17.2324,-0.93532,0.380392,-4.65069e-009
0.403922,-16.438,-0.558803,0.403922,-4.33391e-009
0.427451,-16.4485,-0.708018,0.427451,-4.01372e-009
0.45098,-16.5828,-1.16574,0.45098,-3.68821e-009
0.47451,-16.8017,-0.476897,0.47451,-3.31057e-009
0.490196,-16.6761,-0.0773916,0.490196,-2.9246e-009
0.505882,-15.3449,0.504487,0.505882,-2.55441e-009
0.521569,-14.654,-1.02843,0.521569,-2.18346e-009
0.537255,-15.5582,-1.38563,0.537255,-1.78058e-009
0.545098,-15.8848,-1.45189,0.545098,-1.35438e-009
0.552941,-16.0258,-0.234823,0.552941,-9.71411e-010
0.560784,-14.9372,-1.1161,0.560784,-5.76144e-010
0.568627,-15.5803,-0.843042,0.568627,-1.48083e-010
0.568627,-15.4456,-1.18103,0.568627,2.77874e-010
0.568627,-15.4481,-0.556723,0.568627,6.9382e-010
0.568627,-15.0523,-0.705962,0.568627,1.1175e-009
0.560784,-15.1114,-1.18659,0.560784,1.5298e-009
0.552941,-15.3003,-0.292765,0.552941,1.91327e-009
0.545098,-14.7241,-0.909799,0.545098,2.29002e-009
0.537255,-14.6516,-0.500878,0.537255,2.68805e-009
0.521569,-14.8342,-1.04456,0.521569,3.08359e-009
0.505882,-14.6177,-0.601785,0.505882,3.42948e-009
0.490196,-14.5013,-0.459062,0.490196,3.79215e-009
0.466667,-14.1955,-1.18411,0.466667,4.107e-009
0.45098,-14.6158,-0.517705,0.45098,4.42878e-009
0.427451,-14.4029,-0.767796,0.427451,4.76139e-009
0.403922,-13.7512,-0.475385,0.403922,5.07649e-009
0.372549,-14.4771,-1.12141,0.372549,5.33677e-009
0.34902,-13.969,-0.271583,0.34902,5.57876e-009
0.317647,-13.6571,-0.777785,0.317647,5.80552e-009
0.286275,-14.1429,-0.866409,0.286275,5.99603e-009
0.254902,-13.4722,-0.428789,0.254902,6.14792e-009
0.223529,-13.963,-0.858586,0.223529,6.29623e-009
0.192157,-13.3258,-0.506678,0.192157,6.40752e-009
0.160784,-13.5536,-0.736027,0.160784,6.53659e-009
0.121569,-13.509,-0.848644,0.121569,6.63969e-009
0.0901961,-13.3416,-0.43976,0.0901961,6.68822e-009
0.0509804,-13.3024,-0.675141,0.0509804,6.73502e-009
0.0196078,-13.0669,-0.917291,0.0196078,6.7384e-009
-0.0196078,-13.4206,-0.205068,-0.0196078,6.72582e-009
-0.0588235,-12.7497,-1.1411,-0.0588235,6.64483e-009
-0.0901961,-13.1781,-0.106245,-0.0901961,6.55562e-009
-0.129412,-12.7573,-1.17383,-0.129412,6.4667e-009
-0.160784,-13.002,-0.337999,-0.160784,6.31982e-009
-0.192157,-12.727,-0.54023,-0.192157,6.18236e-009
-0.231373,-12.5145,-0.97955,-0.231373,6.00627e-009
-0.262745,-12.904,-0.258006,-0.262745,5.77308e-009
-0.294118,-12.4568,-0.866938,-0.294118,5.54032e-009
-0.317647,-12.2301,-0.403629,-0.317647,5.28621e-009
-0.34902,-12.8891,-0.887466,-0.34902,5.06027e-009
-0.380392,-11.8642,-0.435475,-0.380392,4.77784e-009
-0.403922,-12.7882,-0.629523,-0.403922,4.4615e-009
-0.427451,-11.8764,-0.66226,-0.427451,4.134e-009
-0.45098,-12.2442,-0.388574,-0.45098,3.81044e-009
-0.47451,-12.2388,-0.975307,-0.47451,3.43505e-009
-0.490196,-11.8972,-0.0160941,-0.490196,3.05011e-009
-0.505882,-11.8397,-0.991343,-0.505882,2.68104e-009
-0.521569,-12.1341,-0.511673,-0.521569,2.31552e-009
-0.537255,-11.5713,-0.383891,-0.537255,1.91022e-009
-0.545098,-12.0588,-0.716406,-0.545098,1.50665e-009
-0.560784,-11.0872,-0.552659,-0.560784,1.08555e-009
-0.560784,-12.4439,-0.670577,-0.560784,6.65967e-010
-0.568627,-10.9466,-0.513836,-0.568627,2.57238e-010
-0.568627,-11.8716,-0.339597,-0.568627,-1.69076e-010
-0.568627,-11.2903,-1.12182,-0.568627,-5.73778e-010
-0.568627,-11.5397,0.014728,-0.568627,-9.85931e-010
-0.560784,-11.5113,-0.737771,-0.560784,-1.38861e-009
-0.560784,-10.5692,-0.626173,-0.560784,-1.79683e-009
-0.545098,-12.233,-0.447254,-0.545098,-2.19848e-009
-0.537255,-10.3947,-0.692036,-0.537255,-2.57887e-009
-0.521569,-11.3592,0.0296057,-0.521569,-2.96409e-009
-0.505882,-11.1285,-1.68778,-0.505882,-3.30205e-009
-0.490196,-10.8678,0.905012,-0.490196,-3.64358e-009
-0.47451,-11.1808,-1.76349,-0.47451,-3.98775e-009
-0.45098,-10.3971,0.455976,-0.45098,-4.34185e-009
-0.427451,-11.3218,-1.06567,-0.427451,-4.63322e-009
-0.403922,-10.082,-0.481772,-0.403922,-4.8996e-009
-0.380392,-11.3489,-0.228865,-0.380392,-5.18354e-009
-0.34902,-9.85176,-1.11045,-0.34902,-5.43547e-009
-0.32549,-11.2356,-0.252534,-0.32549,-5.65083e-009
-0.294118,-10.3192,-0.821807,-0.294118,-5.87372e-009
-0.262745,-10.5028,-0.288918,-0.262745,-6.07451e-009
-0.231373,-10.32,-0.803826,-0.231373,-6.25349e-009
-0.192157,-10.4954,-0.814744,-0.192157,-6.37585e-009
-0.160784,-10.3104,-0.380536,-0.160784,-6.43825e-009
-0.129412,-10.2837,-1.33378,-0.129412,-6.53308e-009
-0.0901961,-10.8711,-0.745551,-0.0901961,-6.59434e-009
-0.0588235,-10.9973,-0.677484,-0.0588235,-6.64789e-009
-0.0196078,-10.9624,0.00325336,-0.0196078,-6.63842e-009
0.0196078,-10.2151,0.46244,0.0196078,-6.57894e-009
0.0509804,-9.90308,-0.238577,0.0509804,-6.52648e-009
0.0901961,-9.70001,0.0995448,0.0901961,-6.45092e-009
0.121569,-9.60466,-0.658179,0.121569,-6.32519e-009
